YORF,Name,NCBI gi,NCBI gi2,SGD ID,ORF status,"# potential tryptic peptides with up to 2 missed cleavages, <7.5 KDa, >3 aa long",O_i (Integrated probability of peptide observations),n_i (# observed peptides),p_i (probability of correct protein identification),APEX,n_i (# observed peptides),p_i (probability of correct protein identification),APEX,p(YPD),p(YMD),p(null),Z (YMD-YPD),GFP- YPD,GFP - YMD,Western,2D gel,"Average (>=2 measurements out of APEX, Western, 2D)",SAGE,HDA,Wang,"Average (>=2 measurements out of SAGE,HDA, Wang)",Avg_protein/Avg_mRNA,MW (Da),PI,CAI (Codon Adaptation Index),Length,Codon Bias,FOP Score (Frequency of Optimal Codons),Gravy Score (Hydropathicity of Protein),"Aromaticity (Frequency of aromatic amino acids: Phe, Tyr, Trp)",PEST_abs,PEST_rel
YPL061W,ALD6,6325196,,S000005982,ORF|Verified,144,43.31,114,1,244734,172,1,325635,0.006291391,0.008525825,0.007468533,2.54,23681,14858,135000,181000,186911.2819,1,8.9,4.2,4.7,39768,54414,5.18,0.52,500,0.62,0.775,-0.1406,0.082,118,0.24
YPL062W,YPL062W,6325195,,S000005983,ORF|Dubious,53,10.36,3,0.31,8346,,,,0.000165563,0,7.83E-05,-1.83,,,,,,,,,,,14903,10.51,0.061,134,-0.086,0.344,-0.459701,0.059701,,
YPL063W,YPL063W,6325194,,S000005984,ORF|Verified,173,45.04,4,0.45,3716,,,,0.000220751,0,0.000104455,-2.11,248,342,2400,,3057.896407,1,1.2,2.06,1.42,,55098,7.29,0.21,476,0.214,0.533,-0.746639,0.102941,127,0.27
YPL064C,CWC27,6325193,,S000005985,ORF|Verified,130,32.42,,,,,,,0,0,0,,,,2360,,,,0.9,1.37,1.135,,35026,5.76,0.13,301,0.007,0.424,-0.806312,0.076412,79,0.26
YPL065W,VPS28,6325192,,S000005986,ORF|Verified,78,21.96,,,,,,,0,0,0,,,,1420,,,1,0.6,,0.8,,27702,5.1,0.156,242,0.057,0.464,-0.415289,0.082645,59,0.24
YPL066W,YPL066W,6325191,,S000005987,ORF|Uncharacterized,140,29.16,,,,,,,0,0,0,,,,396,,,,0.8,1.34,1.07,,54893,10.19,0.128,479,0.039,0.449,-0.489979,0.100209,143,0.3
YPL067C,YPL067C,6325190,,S000005988,ORF|Uncharacterized,58,17.3,,,,,,,0,0,0,,,,1470,,,4,0.3,0.88,1.726666667,,22776,7.38,0.109,198,0.079,0.434,-0.425758,0.10101,43,0.22
YPL068C,YPL068C,6325189,,S000005989,ORF|Uncharacterized,85,22.06,1,0.22,927,,,,5.52E-05,0,2.61E-05,-1.06,,,,,,,0.4,,,,33098,10.9,0.104,293,-0.029,0.387,-0.624573,0.044369,78,0.27
YPL069C,BTS1,6325188,,S000005990,ORF|Verified,81,23.89,,,,,,,0,0,0,,,,2840,,,,0.4,1.13,0.765,,38651,6.06,0.139,335,0.046,0.44,-0.205075,0.077612,74,0.22
YPL070W,YPL070W,6325187,,S000005991,ORF|Uncharacterized,202,55.41,4,1,6712,,,,0.000220751,0,0.000104455,-2.11,,,,,,,0.4,1.37,0.885,,69538,8.8,0.138,612,0.028,0.428,-0.590196,0.084967,185,0.3
YPL071C,YPL071C,6325186,,S000005992,ORF|Uncharacterized,63,16.02,,,,,,,0,0,0,,,,,,,1,0.4,1.42,0.94,,18435,6.68,0.132,156,-0.095,0.377,-0.900641,0.096154,26,0.17
YPL072W,UBP16,6325184,,S000005993,ORF|Verified,188,47.86,,,,,,,0,0,0,,,,450,,,,0.3,0.64,0.47,,56920,9.85,0.123,499,0.014,0.426,-0.451904,0.08016,135,0.27
YPL073C,YPL073C,6325185,,S000005994,ORF|Dubious,50,8.21,,,,,,,0,0,0,,,,,,,,,1.21,,,18046,8.96,0.126,161,0.065,0.437,0.31677,0.093168,,
YPL074W,YTA6,6325183,,S000005995,ORF|Verified,337,76.63,1,0.27,328,,,,5.52E-05,0,2.61E-05,-1.06,,,259,,293.2994014,1,0.6,1.76,1.12,,85299,10.45,0.11,754,0.025,0.406,-0.714722,0.059682,211,0.28
YPL075W,GCR1,6325182,,S000005996,ORF|Verified,222,62.89,,,,,,,0,0,0,,72,103.5,259,,,,0.7,0.9,0.8,,87728,8.5,0.107,785,-0.017,0.396,-0.572102,0.076433,249,0.32
YPL076W,GPI2,6325181,,S000005997,ORF|Verified,68,16.1,,,,,,,0,0,0,,45,52,,,,2,0.2,0.72,0.973333333,,32577,10.24,0.136,280,0.09,0.468,0.393928,0.153571,73,0.26
YPL077C,YPL077C,6325180,,S000005998,ORF|Uncharacterized,85,25.9,,,,,,,0,0,0,,,,,,,,0.1,,,,27469,6.99,0.096,240,-0.021,0.389,-0.950833,0.0625,66,0.28
YPL078C,ATP4,6325179,,S000005999,ORF|Verified,86,27.36,,,,,,,0,0,0,,1275.5,1813.5,12900,,,9,5.3,2.49,5.596666667,,26925,9.92,0.267,244,0.315,0.586,-0.127049,0.057377,61,0.25
YPL079W,RPL21B,6325178,,S000006000,ORF|Verified,85,19.47,,,,,,,0,0,0,,3531,2700.5,66400,,,10,85.7,10.74,35.48,,18274,11.2,0.733,160,0.76,0.858,-0.62375,0.08125,30,0.19
YPL080C,YPL080C,6325177,,S000006001,ORF|Dubious,36,9.16,,,,1,0.56,5013,0,4.96E-05,2.61E-05,0.95,,,,,,,0.3,0.91,0.605,,12464,10.56,0.103,108,-0.033,0.359,-0.35,0.148148,,
YPL081W,RPS9A,6325176,,S000006002,ORF|Verified,105,25.28,,,,76,1,246506,0,0.003767225,0.001984645,8.27,5222.5,5702,106000,,,,4.5,7.96,6.23,,22443,10.8,0.507,197,0.632,0.769,-0.652792,0.06599,44,0.22
YPL082C,MOT1,6325175,,S000006003,ORF|Verified,573,153.54,9,0.96,5232,7,0.77,2878,0.000496689,0.000346981,0.00041782,-0.72,373,281.5,6560,,5896.011072,,0.9,1.38,1.14,5172,209975,6.54,0.14,1867,0.06,0.434,-0.222335,0.066952,435,0.23
YPL083C,SEN54,6325174,,S000006004,ORF|Verified,175,46.47,,,,,,,0,0,0,,,,531,,,1,0.3,1.15,0.816666667,,54648,9.95,0.123,467,-0.022,0.394,-0.758458,0.12848,125,0.27
YPL084W,BRO1,6325173,,S000006005,ORF|Verified,297,87.49,,,,,,,0,0,0,,190.5,222.5,10200,,,1,0.6,1.16,0.92,,97275,5.15,0.145,844,0.018,0.421,-0.595853,0.103081,227,0.27
YPL085W,SEC16,6325172,,S000006006,ORF|Verified,516,143.2,7,0.99,4500,7,0.99,3968,0.000386313,0.000346981,0.000365593,-0.2,293.5,242,358,,2428.767239,1,0.8,2.92,1.573333333,1544,241694,5.12,0.141,2195,0.067,0.448,-0.761185,0.05877,723,0.33
YPL086C,ELP3,6325171,,S000006007,ORF|Verified,219,57.12,,,,,,,0,0,0,,251.5,137,4760,,,,2,1.32,1.66,,63657,9.65,0.218,557,0.198,0.519,-0.526571,0.089767,131,0.24
YPL087W,YDC1,6325170,,S000006008,ORF|Verified,46,7.73,,,,,,,0,0,0,,,,,,,6,1.8,1.05,2.95,,37231,7.15,0.146,317,0.11,0.479,0.401893,0.173502,69,0.22
YPL088W,YPL088W,6325169,,S000006009,ORF|Uncharacterized,122,32.15,4,0.4,4627,,,,0.000220751,0,0.000104455,-2.11,,,,,,5,0.6,1.32,2.306666667,,39682,7.33,0.148,342,0.144,0.498,-0.362281,0.093567,80,0.23
YPL089C,RLM1,6325168,,S000006010,ORF|Verified,129,31.3,1,0.23,683,,,,5.52E-05,0,2.61E-05,-1.06,,,736,,709.6102318,,0.9,0.95,0.925,,73483,10.14,0.122,676,0.021,0.417,-1.035651,0.059172,222,0.33
YPL090C,RPS6A,6325167,,S000006011,ORF|Verified,138,26.29,38,1,134391,71,1,221441,0.00209713,0.003519381,0.002846399,2.61,5291.5,3925,66000,,100195.5297,,27.2,7.31,17.255,5807,26996,11.22,0.837,236,0.861,0.915,-0.771186,0.059322,45,0.19
YPL091W,GLR1,6325166,,S000006012,ORF|Verified,164,43.07,2,0.69,2979,1,0.26,495,0.000110375,4.96E-05,7.83E-05,-0.67,363.5,282,7600,,5289.537997,1,3.8,1.74,2.18,,53441,7.88,0.218,483,0.26,0.568,-0.302899,0.082816,104,0.22
YPL092W,SSU1,6325165,,S000006013,ORF|Verified,84,17.73,,,,,,,0,0,0,,,,,,,1,1.2,1.64,1.28,,52545,8.54,0.11,458,0.01,0.419,0.526419,0.159389,93,0.2
YPL093W,NOG1,6325164,,S000006014,ORF|Verified,277,64.83,2,0.62,1778,,,,0.000110375,0,5.22E-05,-1.49,1141.5,590,28000,,14889.18686,,2.7,4.62,3.66,,74409,9.38,0.36,647,0.417,0.653,-0.632921,0.072643,138,0.21
YPL094C,SEC62,6325163,,S000006015,ORF|Verified,104,20.57,,,,,,,0,0,0,,592,435,16500,,,4,3.6,1.94,3.18,,31346,10.55,0.174,274,0.169,0.504,-0.274452,0.120438,53,0.19
YPL095C,YPL095C,6325162,,S000006016,ORF|Uncharacterized,140,34.22,,,,,,,0,0,0,,,,573,,,1,0.9,1.23,1.043333333,,51723,7.61,0.143,456,0.071,0.439,-0.399781,0.116228,118,0.26
YPL096W,PNG1,6325161,,S000006017,ORF|Verified,133,30.08,,,,,,,0,0,0,,,,4850,,,,0.4,1.03,0.715,,42485,6.6,0.115,363,-0.067,0.385,-0.69146,0.121212,74,0.2
YPL097W,MSY1,6325160,,S000006018,ORF|Verified,167,48.29,1,0.25,481,1,0.32,543,5.52E-05,4.96E-05,5.22E-05,-0.08,52,86.5,996,,738.6745535,1,0.7,1.31,1.003333333,,55287,9.88,0.105,492,-0.006,0.398,-0.231301,0.089431,104,0.21
YPL098C,YPL098C,6325159,,S000006019,ORF|Uncharacterized,27,5.06,,,,,,,0,0,0,,,,,,,,2.2,1.7,1.95,,12252,10.53,0.124,113,0.101,0.442,-0.204425,0.088496,25,0.22
YPL099C,YPL099C,6325158,,S000006020,ORF|Uncharacterized,74,19.16,,,,,,,0,0,0,,,,,,,,0.3,1.32,0.81,,21842,10.3,0.115,182,0.016,0.409,-0.682967,0.087912,49,0.27
YPL100W,MAI1,6325157,,S000006021,ORF|Verified,139,29.66,,,,,,,0,0,0,,,,6020,,,,0.6,1.23,0.915,,55188,7.45,0.109,496,-0.049,0.386,-0.47621,0.072581,131,0.26
YPL101W,ELP4,6325155,,S000006022,ORF|Verified,164,37.5,,,,,,,0,0,0,,,,358,,,,1,1.13,1.065,,51155,10.27,0.123,456,0.089,0.451,-0.504386,0.059211,130,0.29
YPL102C,KRE24,6325156,,S000006023,ORF|Dubious,26,6.88,,,,,,,0,0,0,,,,,,,,,0.91,,,11657,8.05,0.099,100,0.061,0.427,0.541,0.15,,
YPL103C,YPL103C,6325154,,S000006024,ORF|Uncharacterized,144,33.14,,,,1,0.21,520,0,4.96E-05,2.61E-05,0.95,,,178,,,,0.4,1.19,0.795,,54367,7.71,0.117,468,0.041,0.422,-0.38547,0.104701,117,0.25
YPL104W,MSD1,6325153,,S000006025,ORF|Verified,241,67.14,,,,1,0.65,794,0,4.96E-05,2.61E-05,0.95,,,1550,,,1,0.6,1.61,1.07,,75460,9.23,0.141,658,0.031,0.428,-0.445441,0.100304,155,0.24
YPL105C,YPL105C,6325152,,S000006026,ORF|Uncharacterized,265,57.18,8,0.21,2732,,,,0.000441501,0,0.00020891,-2.98,104.5,121,830,,1780.879863,,1.2,2.19,1.695,,94356,7.96,0.162,849,0.138,0.49,-0.828386,0.058893,290,0.34
YPL106C,SSE1,6325151,,S000006027,ORF|Verified,234,62.06,61,1,91389,45,1,59455,0.003366446,0.002230594,0.002768058,-2.11,5776.5,1906.5,71700,96000,86363.10562,12,8,8.36,9.453333333,9136,77366,4.97,0.521,693,0.572,0.749,-0.507071,0.07215,188,0.27
YPL107W,YPL107W,6325150,,S000006028,ORF|Uncharacterized,116,22.28,,,,,,,0,0,0,,48,64,2100,,,,0.4,1.26,0.83,,28569,10.26,0.146,248,0.115,0.464,-0.88871,0.072581,66,0.27
YPL108W,YPL108W,6325149,,S000006029,ORF|Uncharacterized,75,14.56,,,,,,,0,0,0,,,,,,,,0.4,0.73,0.565,,19819,8.19,0.115,168,0.004,0.42,-0.910714,0.095238,43,0.26
YPL109C,YPL109C,6325148,,S000006030,ORF|Uncharacterized,185,49.32,,,,,,,0,0,0,,,,2470,,,,0.2,0.92,0.56,,76176,8.48,0.138,657,0.066,0.45,-0.141096,0.106545,142,0.22
YPL110C,YPL110C,6325147,,S000006031,ORF|Verified,382,101.5,6,0.81,4452,14,1,11310,0.000331126,0.000693963,0.000522275,1.55,,,2300,,3375.961244,1,0.2,1.07,0.756666667,4462,138013,6.76,0.127,1223,0.006,0.411,-0.329109,0.076043,292,0.24
YPL111W,CAR1,6325146,,S000006032,ORF|Verified,84,22.35,,,,,,,0,0,0,,1426.5,1415,42800,,,,2.6,0.86,1.73,,35662,5.44,0.213,333,0.284,0.566,-0.033333,0.06006,76,0.23
YPL112C,YPL112C,6325145,,S000006033,ORF|Verified,146,43.76,,,,,,,0,0,0,,65.5,130,2420,,,1,0.9,1.35,1.083333333,,44910,9.77,0.129,394,-0.005,0.4,-0.267767,0.091371,86,0.22
YPL113C,YPL113C,6325144,,S000006034,ORF|Uncharacterized,130,33.17,1,0.31,869,,,,5.52E-05,0,2.61E-05,-1.06,,,,,,,0.2,0.79,0.495,,45013,7.16,0.143,396,0.036,0.441,-0.222475,0.106061,89,0.22
YPL114W,YPL114W,6325143,,S000006035,ORF|Dubious,29,8.84,,,,,,,0,0,0,,,,,,,,0.2,0.94,0.57,,15114,10.69,0.075,139,-0.058,0.336,0.393525,0.079137,,
YPL115C,BEM3,6325142,,S000006036,ORF|Verified,326,95.21,10,0.97,9473,2,0.68,1171,0.000551876,9.91E-05,0.000313365,-2.5,77,85.5,752,,5112.270965,1,0.8,1.28,1.026666667,4979,124912,6.83,0.136,1128,0.041,0.428,-0.530851,0.060284,386,0.34
YPL116W,HOS3,6325141,,S000006037,ORF|Verified,220,56.64,,,,,,,0,0,0,,60,105.5,4420,,,1,0.2,0.9,0.7,,79200,7.21,0.157,697,0.07,0.455,-0.615782,0.090387,192,0.28
YPL117C,IDI1,6325140,,S000006038,ORF|Verified,75,20.85,2,0.26,2319,3,0.95,11208,0.000110375,0.000148706,0.000130569,0.33,771.5,534,25500,,13909.43033,2,4.2,1.58,2.593333333,,33351,4.71,0.275,288,0.241,0.562,-0.591319,0.09375,72,0.25
YPL118W,MRP51,6325139,,S000006039,ORF|Verified,132,37.81,,,,,,,0,0,0,,143.5,172.5,656,,,,1.5,1.51,1.505,,39445,10.76,0.164,344,0.16,0.5,-0.581396,0.090116,86,0.25
YPL119C,DBP1,6325138,,S000006040,ORF|Verified,204,63.49,,,,,,,0,0,0,,,,1480,,,1,0.2,0.93,0.71,,67917,9.53,0.12,617,0.067,0.428,-0.560616,0.089141,145,0.24
YPL120W,VPS30,6325137,,S000006041,ORF|Verified,164,46.21,,,,,,,0,0,0,,,,2490,,,,0.4,1.05,0.725,,63260,4.79,0.134,557,-0.001,0.415,-0.642011,0.057451,146,0.26
YPL121C,MEI5,6325136,,S000006042,ORF|Verified,103,20.29,,,,,,,0,0,0,,,,,,,,,,,,26461,6.21,0.155,222,0.065,0.472,-1.027027,0.058559,54,0.24
YPL122C,TFB2,6325135,,S000006043,ORF|Verified,159,46.33,2,0.58,2328,,,,0.000110375,0,5.22E-05,-1.49,,,8900,,5613.973413,,0.9,0.86,0.88,,58534,6.81,0.172,513,0.11,0.472,-0.24191,0.081871,121,0.24
YPL123C,RNY1,6325134,,S000006044,ORF|Verified,131,33.81,,,,,,,0,0,0,,,,504,,,3,0.2,2.61,1.936666667,,50171,8,0.151,434,0.047,0.444,-0.650461,0.135945,91,0.21
YPL124W,SPC29,6325133,,S000006045,ORF|Verified,117,32.66,,,,,,,0,0,0,,,,,,,,0.3,,,,29280,10.32,0.11,253,0.006,0.395,-1.142688,0.071146,76,0.3
YPL125W,KAP120,6325132,,S000006046,ORF|Verified,255,64.4,,,,,,,0,0,0,,86.5,132.3291258,6300,,,1,0.7,3.31,1.67,,119621,5,0.165,1032,0.092,0.465,-0.08062,0.097868,247,0.24
YPL126W,NAN1,6325131,,S000006047,ORF|Verified,211,60.06,,,,,,,0,0,0,,323,199.5,6560,,,1,1.2,,1.1,,101236,6.32,0.169,896,0.122,0.494,-0.328125,0.090402,214,0.24
YPL127C,HHO1,6325130,,S000006048,ORF|Verified,149,23,1,0.6,2425,3,0.31,3315,5.52E-05,0.000148706,0.000104455,0.89,504,417.5,6560,,4492.748611,1,1.6,2.43,1.676666667,,27803,11.02,0.17,258,0.167,0.506,-0.752713,0.050388,81,0.31
YPL128C,TBF1,6325129,,S000006049,ORF|Verified,139,34.6,,,,,,,0,0,0,,139.5,128,6380,,,,0.9,1.3,1.1,,62823,6.59,0.13,562,0.073,0.443,-0.47847,0.076512,156,0.28
YPL129W,TAF14,6325128,,S000006050,ORF|Verified,71,17.67,,,,,,,0,0,0,,217,207.5,3120,,,,2.2,2.08,2.14,,27440,5.06,0.144,244,0.107,0.479,-0.418033,0.069672,76,0.31
YPL130W,SPO19,6325127,,S000006051,ORF|Verified,33,8.54,1,0.49,5335,,,,5.52E-05,0,2.61E-05,-1.06,,,,,,,,1.29,,,24988,3.91,0.148,223,0.092,0.477,-0.20852,0.09417,69,0.31
YPL131W,RPL5,6325126,,S000006052,ORF|Verified,112,21.56,58,1,250125,72,1,273826,0.003200883,0.00356895,0.003394788,0.62,6384.5,4079.5,,,,83,37,26.17,48.72333333,,33714,6.82,0.83,297,0.836,0.901,-0.634007,0.111111,74,0.25
YPL132W,COX11,6325125,,S000006053,ORF|Verified,110,31.55,,,,,,,0,0,0,,,,,,,,0.7,1.32,1.01,,34044,8.89,0.151,300,0.07,0.444,-0.211,0.11,67,0.22
YPL133C,RDS2,6325124,,S000006054,ORF|Verified,142,33.35,,,,,,,0,0,0,,,,799,,,,0.3,1.71,1.005,,50081,7.63,0.107,446,0.018,0.408,-0.580045,0.069507,129,0.29
YPL134C,ODC1,6325123,,S000006055,ORF|Verified,105,28.97,,,,2,0.92,5208,0,9.91E-05,5.22E-05,1.34,,,2840,,,,0.7,1.05,0.875,,34206,10.69,0.123,310,0.092,0.455,0.119677,0.106452,64,0.21
YPL135W,ISU1,6325122,,S000006056,ORF|Verified,57,13.19,,,,,,,0,0,0,,872,1793.985601,10800,,,,4.8,2.41,3.605,,17895,10.37,0.154,165,0.161,0.49,-0.035152,0.042424,39,0.24
YPL136W,YPL136W,6325120,,S000006057,ORF|Dubious,10,3.19,,,,,,,0,0,0,,,,,,,,,1.24,,,12929,3.57,0.064,122,-0.057,0.319,0.631148,0.07377,,
YPL137C,YPL137C,6325121,,S000006058,ORF|Uncharacterized,369,101.22,,,,,,,0,0,0,,191,203,656,,,,0.4,1.48,0.94,,140889,7.4,0.164,1276,0.14,0.487,-0.467085,0.059561,388,0.3
YPL138C,SPP1,6325119,,S000006059,ORF|Verified,130,30.41,,,,,,,0,0,0,,,,1680,,,1,0.4,1.37,0.923333333,,41468,6.73,0.134,353,0.022,0.438,-0.743626,0.093484,78,0.22
YPL139C,UME1,6325118,,S000006060,ORF|Verified,107,25.53,,,,,,,0,0,0,,,,3040,,,2,0.8,1.11,1.303333333,,51021,5,0.133,460,0.004,0.429,-0.212174,0.08913,126,0.27
YPL140C,MKK2,6325117,,S000006061,ORF|Verified,167,37.7,4,0.73,7201,,,,0.000220751,0,0.000104455,-2.11,,,1950,,4575.716036,,0.3,0.88,0.59,,56757,9.1,0.122,506,0.067,0.443,-0.497233,0.083004,151,0.3
YPL141C,YPL141C,6325116,,S000006062,ORF|Uncharacterized,293,60.83,4,0.95,5808,,,,0.000220751,0,0.000104455,-2.11,,,556,,3182.110598,,0.4,1.31,0.855,3722,97692,10.27,0.126,865,0.031,0.422,-0.774913,0.076301,273,0.32
YPL142C,YPL142C,6325115,,S000006063,ORF|Dubious,18,7.17,,,,,,,0,0,0,,,,,,,,0.2,22.74,11.47,,11424,4.09,0.157,105,0.257,0.55,-0.238095,0.066667,,
YPL143W,RPL33A,6325114,,S000006064,ORF|Verified,55,13.13,14,1,99138,,,,0.000772627,0,0.000365593,-3.95,,,,,,,45.5,13.65,29.575,,12154,11.76,0.747,107,0.794,0.875,-0.437383,0.102804,21,0.2
YPL144W,YPL144W,6325113,,S000006065,ORF|Uncharacterized,46,10.69,,,,,,,0,0,0,,104,63.737217,2210,,,,1.5,2.1,1.8,,16573,7.93,0.081,148,-0.097,0.331,-0.094595,0.060811,41,0.28
YPL145C,KES1,6325112,,S000006066,ORF|Verified,148,36.25,2,0.94,4822,2,0.46,2081,0.000110375,9.91E-05,0.000104455,-0.11,1179,994.5,32200,,18511,7,1.7,2.12,3.606666667,5132,49492,5.92,0.255,434,0.27,0.564,-0.531567,0.108295,134,0.31
YPL146C,YPL146C,6325111,,S000006067,ORF|Verified,237,37.19,,,,,,,0,0,0,,287.5,175.5,1600,,,3,1,2.69,2.23,,52555,10.14,0.205,455,0.121,0.496,-1.212308,0.03956,132,0.29
YPL147W,PXA1,6325110,,S000006068,ORF|Verified,303,79.58,2,0.51,1192,,,,0.000110375,0,5.22E-05,-1.49,,,,,,1,,0.53,0.765,,100024,10.34,0.131,870,0.044,0.431,-0.105747,0.105747,172,0.2
YPL148C,PPT2,6325109,,S000006069,ORF|Verified,64,17.48,,,,,,,0,0,0,,,,486,,,,0.4,1.17,0.785,,19973,8.46,0.115,173,-0.007,0.399,-0.259538,0.115607,39,0.23
YPL149W,APG5,6325108,,S000006070,ORF|Verified,86,28.85,,,,,,,0,0,0,,,,606,,,2,1.5,0.96,1.486666667,,33560,8.75,0.12,294,0.051,0.446,-0.019728,0.112245,75,0.26
YPL150W,YPL150W,6325107,,S000006071,ORF|Uncharacterized,335,85.66,,,,,,,0,0,0,,,,,,,,0.3,1.28,0.79,,100645,10.21,0.109,901,-0.008,0.397,-0.667703,0.068812,277,0.31
YPL151C,PRP46,6325106,,S000006072,ORF|Verified,152,45.82,15,0.99,30133,11,0.28,5512,0.000827815,0.000545256,0.000678958,-1.06,,,1770,,15951.7208,,0.4,0.68,0.54,29540,50700,7.25,0.105,451,-0.049,0.377,-0.422173,0.08204,115,0.25
YPL152W,RRD2,6325105,,S000006073,ORF|Verified,109,25.86,1,0.46,1654,,,,5.52E-05,0,2.61E-05,-1.06,,,2430,,2041.945109,1,0.2,1.4,0.866666667,,41452,6.69,0.14,358,0.016,0.422,-0.386592,0.117318,88,0.25
YPL153C,RAD53,6325104,,S000006074,ORF|Verified,270,64.33,,,,,,,0,0,0,,,,6900,,,,0.2,1.64,0.92,,91962,7.82,0.121,821,0.011,0.423,-0.496711,0.066991,192,0.23
YPL154C,PEP4,6325103,,S000006075,ORF|Verified,76,24.13,,,,,,,0,0,0,,,,,,,32,4.4,3.53,13.31,,44499,4.54,0.355,405,0.388,0.635,-0.185185,0.120988,100,0.25
YPL155C,KIP2,6325102,,S000006076,ORF|Verified,257,67.77,7,0.75,7203,4,0.25,1210,0.000386313,0.000198275,0.000287251,-1.08,,,656,,3929.381998,,0.3,0.71,0.505,,78377,10.2,0.119,706,0.072,0.438,-0.639802,0.048159,221,0.31
YPL156C,PRM4,6325101,,S000006077,ORF|Verified,101,29.2,,,,,,,0,0,0,,,,,,,,0.3,1.56,0.93,,32012,6.7,0.147,284,0.069,0.448,-0.372887,0.070423,89,0.31
YPL157W,YPL157W,6325100,,S000006078,ORF|Verified,131,26.95,,,,,,,0,0,0,,,,,,,,0.6,1.51,1.055,,36527,10.28,0.102,315,-0.039,0.387,-0.566984,0.120635,71,0.23
YPL158C,YPL158C,6325099,,S000006079,ORF|Uncharacterized,250,58.71,,,,,,,0,0,0,,,,238,,,,0.7,1.54,1.12,,84845,6.64,0.139,758,0.046,0.434,-0.837203,0.055409,262,0.35
YPL159C,YPL159C,6325098,,S000006080,ORF|Uncharacterized,106,24.38,,,,,,,0,0,0,,,,,,,,0.4,1.32,0.86,,29102,11,0.112,253,0.006,0.395,-0.874308,0.071146,79,0.31
YPL160W,CDC60,6325097,,S000006081,ORF|Verified,362,91.54,13,1,13204,25,1,22393,0.000717439,0.001239219,0.000992323,1.62,3516.5,2858.5,158000,6000,59068.04354,4,4.8,3.48,4.093333333,14430,124140,5.68,0.3,1090,0.299,0.59,-0.435229,0.113761,264,0.24
YPL161C,BEM4,6325096,,S000006082,ORF|Verified,172,50.54,,,,,,,0,0,0,,139,123.5,6330,,,,0.4,0.87,0.635,,70992,4.75,0.117,633,-0.017,0.402,0.01485,0.07109,148,0.23
YPL162C,YPL162C,6325095,,S000006083,ORF|Uncharacterized,47,11.72,,,,,,,0,0,0,,218.5,151,1440,,,,0.2,1,0.6,,31346,6.35,0.119,273,-0.028,0.398,0.306227,0.131868,52,0.19
YPL163C,SVS1,6325094,,S000006084,ORF|Verified,10,2.17,,,,,,,0,0,0,,,,688,,,,3.5,1.66,2.58,,27611,3.95,0.185,260,0.23,0.56,-0.076539,0.088462,125,0.48
YPL164C,MLH3,6325093,,S000006085,ORF|Verified,251,68.08,,,,,,,0,0,0,,,,,,,,0.2,0.94,0.57,,82000,9.31,0.121,715,0.001,0.419,-0.273986,0.086713,167,0.23
YPL165C,SET6,6325092,,S000006086,ORF|Verified,111,29.06,,,,,,,0,0,0,,,,,,,,,0.82,,,43750,7.59,0.135,373,0.018,0.429,-0.313941,0.134048,86,0.23
YPL166W,YPL166W,6325091,,S000006087,ORF|Uncharacterized,65,19.35,,,,,,,0,0,0,,,,752,,,,0.1,,,,24708,4.91,0.117,213,-0.088,0.363,-0.860563,0.070423,61,0.29
YPL167C,REV3,6325090,,S000006088,ORF|Verified,528,135.9,5,0.8,2737,6,0.95,3439,0.000275938,0.000297413,0.000287251,0.12,,,,,,1,0.4,1.58,0.993333333,,172956,8.86,0.128,1504,0.016,0.426,-0.422274,0.101064,362,0.24
YPL168W,YPL168W,6325089,,S000006089,ORF|Uncharacterized,175,40.91,1,0.32,727,,,,5.52E-05,0,2.61E-05,-1.06,,,,,,,0.8,0.8,0,,48827,10.7,0.108,430,-0.046,0.382,-0.553488,0.074419,89,0.21
YPL169C,MEX67,6325088,,S000006090,ORF|Verified,153,40.54,,,,,,,0,0,0,,,,2830,,,1,1.6,1.22,1.273333333,,67351,10.03,0.12,599,0.05,0.434,-0.371619,0.085142,155,0.26
YPL170W,YPL170W,6325087,,S000006091,ORF|Verified,40,14.25,,,,,,,0,0,0,,198,88.5,6300,,,1,2,1.17,1.39,,16757,4.5,0.105,152,-0.044,0.383,-0.551974,0.105263,36,0.24
YPL171C,OYE3,6325086,,S000006092,ORF|Verified,109,35.61,,,,,,,0,0,0,,,,,,,,0.1,1.27,0.685,,44920,5.4,0.183,400,0.231,0.535,-0.43975,0.1125,94,0.24
YPL172C,COX10,6325085,,S000006093,ORF|Verified,126,26.78,,,,,,,0,0,0,,,,,,,,0.9,1.05,0.975,,52147,10.7,0.114,462,0.022,0.407,-0.073593,0.116883,99,0.21
YPL173W,MRPL40,6325084,,S000006094,ORF|Verified,136,34.48,,,,,,,0,0,0,,,,,,,,1,2.06,1.53,,33751,10.26,0.141,297,0.093,0.467,-0.612121,0.074074,83,0.28
YPL174C,NIP100,6325083,,S000006095,ORF|Verified,310,79.49,,,,,,,0,0,0,,,,238,,,,0.1,1.06,0.58,,100289,5.67,0.122,868,-0.015,0.407,-0.484447,0.065668,210,0.24
YPL175W,SPT14,9755344,,S000006096,ORF|Verified,122,32.85,1,0.2,566,,,,5.52E-05,0,2.61E-05,-1.06,,,1480,,1023.036206,1,0.2,1.16,0.786666667,,51242,7.25,0.121,452,0.013,0.428,0.006416,0.09292,105,0.23
