ORF,CommName,Fold,Cont-mean-Int,Cont-SD-Int,MMS-mean-Int,MMS-SD-Int,Localization,Function
YBL031W,SHE1,0.88,8.48,0.39,7.47,3.9,microtubule,"Mitotic spindle protein that interacts with components of the Dam1 (DASH) complex, its effector Sli15p, and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure"
YBR055C,PRP6,0.88,6.95,1.27,6.09,0.19,"cytoplasm,nucleus","Splicing factor, component of the U4/U6-U5 snRNP complex"
YBR125C,PTC4,0.88,9.63,2.87,8.47,4.48,cytoplasm,Cytoplasmic type 2C protein phosphatase (PP2C); identified as a high-copy number suppressor of cnb1 mpk1 synthetic lethality; overexpression decreases high-osmolarity induced Hog1p phosphorylation and kinase activity
YBR271W,,0.88,12.96,1.41,11.41,0.78,cytoplasm,S-adenosylmethionine-dependent methyltransferase; belongs to the seven beta-strand family; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; predicted to be involved in ribosome biogenesis
YCL032W,STE50,0.88,16.37,3.31,14.45,1.64,cytoplasm,"Protein involved in mating response, invasive/filamentous growth, and osmotolerance, acts as an adaptor that links G protein-associated Cdc42p-Ste20p complex to the effector Ste11p to modulate signal transduction"
YDL105W,QRI2,0.88,11.44,3.71,10.07,2.38,nucleus,Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair
YDR454C,GUK1,0.88,42.27,1.69,37.11,5.47,"cytoplasm,nucleus","Guanylate kinase, converts GMP to GDP; required for growth and mannose outer chain elongation of cell wall N-linked glycoproteins"
YER166W,DNF1,0.88,16.25,1.93,14.32,0.79,late Golgi,"Aminophospholipid translocase (flippase) that localizes primarily to the plasma membrane; contributes to endocytosis, protein transport and cell polarity; type 4 P-type ATPase"
YGL038C,OCH1,0.88,10.66,3.01,9.41,2.9,Golgi,"Mannosyltransferase of the cis-Golgi apparatus, initiates the polymannose outer chain elongation of N-linked oligosaccharides of glycoproteins"
YGR125W,,0.88,11.62,1.73,10.23,2.22,vacuole,Putative protein of unknown function; deletion mutant has decreased rapamycin resistance but normal wormannin resistance; green fluorescent protein (GFP)-fusion protein localizes to the vacuole
YGR163W,GTR2,0.88,13.8,0.87,12.2,3.25,vacuolar membrane,Putative GTP binding protein that negatively regulates Ran/Tc4 GTPase cycle; activates transcription; subunit of EGO and GSE complexes; required for sorting of Gap1p; localizes to cytoplasm and to chromatin; homolog of human RagC and RagD
YHR036W,,0.88,8.12,2.04,7.17,2.14,ER,"Essential nuclear envelope integral membrane protein identified as a suppressor of a conditional mutation in the major karyopherin, CRM1; homologous to and interacts with Brr6p, a nuclear envelope protein involved in nuclear export"
YIL016W,SNL1,0.88,31.54,5.33,27.6,0.46,ER,Protein of unknown function proposed to be involved in nuclear pore complex biogenesis and maintenance as well as protein folding; has similarity to the mammalian BAG-1 protein
YIL103W,,0.88,15.8,2.97,13.95,0.52,cytoplasm,"Protein required, along with Dph2p, Kti11p, Jjj3p, and Dph5p, for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph2p and Kti11p"
YJL016W,,0.88,15.74,4.13,13.82,3.53,cytoplasm,Putative protein of unknown function; GFP-fusion protein localizes to the cytoplasm; conserved in closely related Saccharomyces species
YJL034W,KAR2,0.88,18.38,0.87,16.17,1.61,ambiguous,"ATPase involved in protein import into the ER, also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p"
YJL212C,OPT1,0.88,8.56,3.25,7.54,0.96,ER,Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family
YJR116W,,0.88,11.16,3.17,9.85,1.76,ambiguous,Putative protein of unknown function; null mutant is sensitive to expression of the top1-T722A allele
YKL004W,AUR1,0.88,21.37,3.36,18.75,1.91,early Golgi,"Phosphatidylinositol:ceramide phosphoinositol transferase (IPC synthase), required for sphingolipid synthesis; can mutate to confer aureobasidin A resistance"
YKL058W,TOA2,0.88,15.09,4,13.24,3.05,nucleus,"TFIIA small subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; homologous to smallest subunit of human and Drosophila TFIIA"
YKL222C,,0.88,9.61,3.47,8.48,1.64,ambiguous,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine"
YLL002W,RTT109,0.88,12.23,1.47,10.73,0.21,nucleus,Histone acetyltransferase critical for cell survival in the presence of DNA damage during S phase; acetylates H3-K56 and H3-K9; involved in non-homologous end joining and in regulation of Ty1 transposition; interacts physically with Vps75p
YLR085C,ARP6,0.88,10.32,1.72,9.05,1.42,"cytoplasm,nucleus","Actin-related protein that binds nucleosomes; a component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A"
YLR194C,,0.88,8.48,2.58,7.43,0.02,ER,Structural constituent of the cell wall attached to the plasma membrane by a GPI-anchor; expression is upregulated in response to cell wall stress
YLR271W,,0.88,7.26,0.98,6.42,0.66,"cytoplasm,nucleus",Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS
YLR335W,NUP2,0.88,18.77,5.1,16.46,1.02,nuclear periphery,"Nucleoporin involved in nucleocytoplasmic transport, binds to either the nucleoplasmic or cytoplasmic faces of the nuclear pore complex depending on Ran-GTP levels; also has a role in chromatin organization"
YLR337C,VRP1,0.88,11.5,0.4,10.11,1.58,"punctate composite,actin",Proline-rich actin-associated protein involved in cytoskeletal organization and cytokinesis; related to mammalian Wiskott-Aldrich syndrome protein (WASP)-interacting protein (WIP)
YLR388W,RPS29A,0.88,37,4.91,32.53,5.65,cytoplasm,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps29Bp and has similarity to rat S29 and E. coli S14 ribosomal proteins
YML046W,PRP39,0.88,8.68,4.8,7.65,4.31,nucleus,"U1 snRNP protein involved in splicing, contains multiple tetriatricopeptide repeats"
YMR093W,UTP15,0.88,21.25,4.36,18.72,1.8,"nucleolus,nucleus","Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA"
YOL056W,GPM3,0.88,13.78,2.33,12.09,0.8,cytoplasm,"Homolog of Gpm1p phosphoglycerate mutase, which converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; may be non-functional derivative of a gene duplication event"
YOL076W,MDM20,0.88,49.92,0,43.87,4.82,cytoplasm,"Non-catalytic subunit of the NatB N-terminal acetyltransferase, which catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly"
YOR065W,CYT1,0.88,32.91,9.97,28.84,1.9,mitochondrion,"Cytochrome c1, component of the mitochondrial respiratory chain; expression is regulated by the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex"
YOR291W,,0.88,16.47,3.32,14.51,0.18,ER,"Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9), mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome"
YOR324C,FRT1,0.88,9.15,2.66,8.05,1.96,ambiguous,"Tail-anchored ER membrane protein that is a substrate of the phosphatase calcineurin; interacts with homolog Frt2p; promotes cell growth in stress conditions, possibly via a role in posttranslational translocation"
YPL270W,MDL2,0.88,14.94,3.17,13.14,1.85,mitochondrion,"Mitochondrial inner membrane half-type ATP-binding cassette (ABC) transporter, required for respiratory growth at high temperature; similar to human TAP1 and TAP2 implicated in bare lymphocyte syndrome and Wegener-like granulomatosis"
YPR116W,,0.88,10.77,1.98,9.45,0.56,mitochondrion,"Putative protein of unknown function, required for mitochondrial genome maintenance; null mutation results in a decrease in plasma membrane electron transport"
YPR171W,BSP1,0.88,10.4,2.76,9.1,1.61,actin,Adapter that links synaptojanins Inp52p and Inp53p to the cortical actin cytoskeleton
YBR017C,KAP104,0.87,10.75,3.99,9.4,1.32,"cytoplasm,nucleus",Transportin or cytosolic karyopherin beta 2; functions in the rg-nuclear localization signal-mediated nuclear import/reimport of mRNA-binding proteins Nab2p and Hrp1p; regulates asymmetric protein synthesis in daughter cells during mitosis
YBR069C,TAT1,0.87,18.27,2.58,15.85,2.59,"cell periphery,bud","Amino acid transport protein for valine, leucine, isoleucine, and tyrosine, low-affinity tryptophan and histidine transporter; overexpression confers FK506 and FTY720 resistance"
YBR109C,CMD1,0.87,7.92,1.61,6.92,1.62,"bud neck,cell periphery,bud","Calmodulin; Ca++ binding protein that regulates Ca++ independent processes (mitosis, bud growth, actin organization, endocytosis, etc.) and Ca++ dependent processes (stress-activated pathways), targets include Nuf1p, Myo2p and calcineurin"
YBR247C,ENP1,0.87,24.66,7.76,21.57,2.45,"cytoplasm,nucleolus,nucleus","Protein associated with U3 and U14 snoRNAs, required for pre-rRNA processing and 40S ribosomal subunit synthesis; localized in the nucleus and concentrated in the nucleolus"
YBR251W,MRPS5,0.87,17.82,4.75,15.57,1.56,mitochondrion,Mitochondrial ribosomal protein of the small subunit
YCL029C,BIK1,0.87,9.04,3.05,7.88,2.55,"spindle pole,microtubule","Microtubule-associated protein, component of the interface between microtubules and kinetochore, involved in sister chromatid separation; essential in polyploid cells but not in haploid or diploid cells; ortholog of mammalian CLIP-170"
YCL044C,,0.87,10.71,3.21,9.29,1.21,mitochondrion,"Subunit of the mitochondrial (mt) i-AAA protease supercomplex, which degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr3p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA"
YDL053C,PBP4,0.87,22.8,2.6,19.78,4.34,"cytoplasm,nucleus","Pbp1p binding protein, interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay"
YDR164C,SEC1,0.87,8.27,4.89,7.22,3.19,"ambiguous,bud neck,cytoplasm,bud",Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function
YDR429C,TIF35,0.87,11.2,3.03,9.72,0.97,cytoplasm,"eIF3g subunit of the core complex of translation initiation factor 3 (eIF3), which is essential for translation; stimulates resumption of ribosomal scanning during translation reinitiation"
YDR456W,NHX1,0.87,16.57,4.44,14.37,1.53,endosome,"Na+/H+ and K+/H+ exchanger, required for intracellular sequestration of Na+ and K+; located in the vacuole and late endosome compartments; required for osmotolerance to acute hypertonic shock and for vacuolar fusion"
YFL033C,RIM15,0.87,6.86,0.79,5.94,1.42,cytoplasm,"Glucose-repressible protein kinase involved in signal transduction during cell proliferation in response to nutrients, specifically the establishment of stationary phase; identified as a regulator of IME2; substrate of Pho80p-Pho85p kinase"
YFR011C,,0.87,19.23,5.46,16.81,3.26,"cytoplasm,mitochondrion","Mitochondrial protein peripheral to the inner membrane; subunit of the mitochondrial inner membrane organizing system (MINOS) complex, which is required for the maintenance of crista junctions and inner membrane architecture; Aim13p is associated with the"
YGR120C,COG2,0.87,11.77,1.08,10.27,2.32,"Golgi,early Golgi","Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments"
YHR072W,ERG7,0.87,16.1,4.53,14.02,2.88,lipid particle,"Lanosterol synthase, an essential enzyme that catalyzes the cyclization of squalene 2,3-epoxide, a step in ergosterol biosynthesis"
YIR024C,,0.87,10.66,0.44,9.29,1.95,mitochondrion,"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; interacts with Arh1p, a mitochondrial oxidoreductase; deletion mutant has a respiratory growth defect"
YJR119C,,0.87,8.73,4.29,7.57,2.16,"cytoplasm,nucleus",JmjC domain family histone demethylase specific for H3-K4 (histone H3 Lys4); removes methyl groups specifically added by Set1p methyltransferase; protein levels regulated by Not4p (E3 ubiquitin ligase) polyubiquitin-mediated degradation
YJR129C,,0.87,9.75,1.41,8.48,1.69,cytoplasm,Putative protein of unknown function; predicted S-adenosylmethionine-dependent methyltransferase of the seven beta-strand family; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YJR161C,COS5,0.87,8.52,3.49,7.42,2.95,vacuole,"Protein of unknown function, member the DUP380 subfamily of conserved, often subtelomerically-encoded proteins"
YKR020W,VPS51,0.87,12.54,3.47,10.9,1.61,punctate composite,"Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi; links the (VFT/GARP) complex to the SNARE Tlg1p"
YKR055W,RHO4,0.87,9.56,2.93,8.28,1.11,"cytoplasm,nucleus","Non-essential small GTPase of the Rho/Rac subfamily of Ras-like proteins, likely to be involved in the establishment of cell polarity"
YKR095W,MLP1,0.87,15.71,2.73,13.67,3.36,nuclear periphery,"Myosin-like protein associated with the nuclear envelope, connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs"
YLL014W,,0.87,15.7,1.86,13.7,1.63,ER,Member of a transmembrane complex required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response
YLR154C,RNH203,0.87,8.75,5.04,7.65,1.77,"cytoplasm,nucleus","Ribonuclease H2 subunit, required for RNase H2 activity; related to human AGS3 that causes Aicardi-Goutieres syndrome"
YLR364W,,0.87,7.8,3.85,6.8,5.14,cytoplasm,Glutaredoxin that employs a dithiol mechanism of catalysis; monomeric; activity is low and null mutation does not affect sensitivity to oxidative stress; GFP-fusion protein localizes to the cytoplasm; expression strongly induced by arsenic
YLR407W,,0.87,13.98,1.1,12.19,1.33,cell periphery,Putative protein of unknown function; null mutant displays elongated buds and a large fraction of budded cells have only one nucleus
YLR453C,RIF2,0.87,9.51,1.56,8.26,2.53,"cytoplasm,nucleus",Protein that binds to the Rap1p C-terminus and acts synergistically with Rif1p to help control telomere length and establish telomeric silencing; deletion results in telomere elongation
YMR037C,MSN2,0.87,12.52,3.73,10.84,2.32,"cytoplasm,nucleus","Transcriptional activator related to Msn4p; activated in stress conditions, which results in translocation from the cytoplasm to the nucleus; binds DNA at stress response elements of responsive genes, inducing gene expression"
YMR208W,ERG12,0.87,16.71,1.05,14.57,1.9,"cytoplasm,nucleus","Mevalonate kinase, acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate"
YMR240C,CUS1,0.87,12.3,1.25,10.67,0.78,nucleus,"Protein required for assembly of U2 snRNP into the spliceosome, forms a complex with Hsh49p and Hsh155p"
YNL053W,MSG5,0.87,12.99,3,11.34,2.96,cytoplasm,"Dual-specificity protein phosphatase; exists in 2 isoforms; required for maintenance of a low level of signaling through the cell integrity pathway, adaptive response to pheromone; regulates and is regulated by Slt2p; dephosphorylates Fus3p"
YNL071W,LAT1,0.87,14.74,1.38,12.78,2.11,mitochondrion,"Dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase complex, which catalyzes the oxidative decarboxylation of pyruvate to acetyl-CoA"
YNL129W,NRK1,0.87,10.23,2.66,8.92,2,cytoplasm,"Nicotinamide riboside kinase, catalyzes the phosphorylation of nicotinamide riboside and nicotinic acid riboside in salvage pathways for NAD+ biosynthesis"
YNR056C,BIO5,0.87,9.09,0.42,7.88,0.65,cell periphery,"Putative transmembrane protein involved in the biotin biosynthesis pathway; responsible for uptake of 7-keto 8-aminopelargonic acid; BIO5 is in a cluster of 3 genes (BIO3, BIO4, and BIO5) that mediate biotin synthesis"
YOL081W,IRA2,0.87,11.81,1.34,10.3,0.83,cytoplasm,"GTPase-activating protein that negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form, required for reducing cAMP levels under nutrient limiting conditions, has similarity to Ira1p and human neurofibromin"
YOL103W,ITR2,0.87,10.36,1.58,8.99,1.51,ambiguous,"Myo-inositol transporter with strong similarity to the major myo-inositol transporter Itr1p, member of the sugar transporter superfamily; expressed constitutively"
YOR206W,NOC2,0.87,16.19,4.98,14.17,1.18,"nucleolus,nucleus","Protein that forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes, as well as a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors"
YOR253W,NAT5,0.87,16.21,1.88,14.06,3.55,cytoplasm,"Subunit of the N-terminal acetyltransferase NatA (Nat1p, Ard1p, Nat5p); N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing"
YOR279C,RFM1,0.87,12.38,3.29,10.73,3.77,"cytoplasm,nucleus",DNA-binding protein required for vegetative repression of middle sporulation genes; specificity factor that directs the Hst1p histone deacetylase to some of the promoters regulated by Sum1p; involved in telomere maintenance
YOR286W,FMP31,0.87,20.91,1.14,18.21,1.44,mitochondrion,"Protein with rhodanese activity; contains a rhodanese-like domain similar to Rdl1p, Uba4p, Tum1p, and Ych1p; overexpression causes a cell cycle delay; null mutant displays elevated frequency of mitochondrial genome loss"
YOR295W,UAF30,0.87,8.4,2.11,7.28,1.51,nucleolus,"Subunit of UAF (upstream activation factor), which is an RNA polymerase I specific transcription stimulatory factor composed of Uaf30p, Rrn5p, Rrn9p, Rrn10p, histones H3 and H4; deletion decreases cellular growth rate"
YPL050C,MNN9,0.87,15.82,3.39,13.81,0.94,Golgi,"Subunit of Golgi mannosyltransferase complex also containing Anp1p, Mnn10p, Mnn11p, and Hoc1p that mediates elongation of the polysaccharide mannan backbone; forms a separate complex with Van1p that is also involved in backbone elongation"
YPL120W,VPS30,0.87,12.58,1.42,10.98,0.88,vacuole,Subunit of phosphatidylinositol (PtdIns) 3-kinase complexes I and II; Complex I is essential in autophagy and Complex II is required for vacuolar protein sorting; ortholog of the higher eukaryotic gene Beclin 1
YPR017C,DSS4,0.87,11.02,1.04,9.6,1.14,"cytoplasm,nucleus","Guanine nucleotide dissociation stimulator for Sec4p, functions in the post-Golgi secretory pathway; binds zinc, found both on membranes and in the cytosol"
YPR118W,,0.87,14.23,2.7,12.42,1.84,"cytoplasm,nucleus",5'-methylthioribose-1-phosphate isomerase; catalyzes the isomerization of 5-methylthioribose-1-phosphate to 5-methylthioribulose-1-phosphate in the methionine salvage pathway
YAL036C,RBG1,0.86,27.62,1.65,23.72,6.02,cytoplasm,"Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid"
YBR003W,COQ1,0.86,17,5.1,14.61,1.42,mitochondrion,"Hexaprenyl pyrophosphate synthetase, catalyzes the first step in ubiquinone (coenzyme Q) biosynthesis"
YBR037C,SCO1,0.86,10.69,1.98,9.2,0.46,mitochondrion,"Copper-binding protein of the mitochondrial inner membrane, required for cytochrome c oxidase activity and respiration; may function to deliver copper to cytochrome c oxidase; has similarity to thioredoxins"
YCL055W,KAR4,0.86,12.48,3.32,10.75,3.72,"cytoplasm,nucleus","Transcription factor required for gene regulation in response to pheromones; also required during meiosis; exists in two forms, a slower-migrating form more abundant during vegetative growth and a faster-migrating form induced by pheromone"
YDL134C,PPH21,0.86,14.11,2.38,12.08,3.69,"cytoplasm,nucleus","Catalytic subunit of protein phosphatase 2A (PP2A), functionally redundant with Pph22p; methylated at C terminus; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis"
YDR046C,BAP3,0.86,26.75,3.94,23.09,2.72,vacuole,Function not found
YDR122W,KIN1,0.86,18.02,3.3,15.54,1.04,cytoplasm,Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; closely related to Kin2p
YDR132C,,0.86,11.38,5.3,9.75,0.96,"cytoplasm,nucleus",Putative protein of unknown function
YDR173C,ARG82,0.86,9.64,1.08,8.32,0.86,"cytoplasm,nucleus","Inositol polyphosphate multikinase (IPMK), sequentially phosphorylates Ins(1,4,5)P3 to form Ins(1,3,4,5,6)P5; also has diphosphoinositol polyphosphate synthase activity; regulates arginine-, phosphate-, and nitrogen-responsive genes"
YDR373W,FRQ1,0.86,14.89,1.79,12.86,2.25,punctate composite,N-myristoylated calcium-binding protein that may have a role in intracellular signaling through its regulation of the phosphatidylinositol 4-kinase Pik1p; member of the recoverin/frequenin branch of the EF-hand superfamily
YEL029C,BUD16,0.86,9.67,0.63,8.27,3.05,"cytoplasm,nucleus","Putative pyridoxal kinase, a key enzyme involved in pyridoxal 5'-phosphate synthesis, the active form of vitamin B6; required for genome integrity; involved in bud-site selection; similarity to yeast BUD17 and human pyridoxal kinase (PDXK)"
YER004W,FMP52,0.86,18.6,5.44,16.08,4.83,ER,"Protein of unknown function, localized to the mitochondrial outer membrane; induced by treatment with 8-methoxypsoralen and UVA irradiation"
YER040W,GLN3,0.86,8.58,4.65,7.4,1.51,"cytoplasm,nucleus","Transcriptional activator of genes regulated by nitrogen catabolite repression (NCR), localization and activity regulated by quality of nitrogen source"
YGL095C,VPS45,0.86,15.16,2.64,13.06,1.55,"early Golgi,late Golgi","Protein of the Sec1p/Munc-18 family, essential for vacuolar protein sorting; required for the function of Pep12p and the early endosome/late Golgi SNARE Tlg2p; essential for fusion of Golgi-derived vesicles with the prevacuolar compartment"
YGL246C,RAI1,0.86,19.03,5,16.36,4.91,nucleus,Nuclear protein with decapping endonuclease activity targeted toward mRNAs with unmethylated 7-methylguanosine cap structures; binds to and stabilizes the exoribonuclease Rat1p; required for pre-rRNA processing; homologous to human DOM3Z
YHL017W,,0.86,12.42,1.86,10.67,0.83,late Golgi,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles
YIL098C,FMC1,0.86,10.91,2.82,9.42,2.56,mitochondrion,"Mitochondrial matrix protein, required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p"
YJL198W,PHO90,0.86,8.56,1.79,7.37,1.97,ER,"Low-affinity phosphate transporter; deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth"
YJR118C,ILM1,0.86,13.7,4.81,11.8,2.37,ER,Protein of unknown function; may be involved in mitochondrial DNA maintenance; required for slowed DNA synthesis-induced filamentous growth
YLL006W,MMM1,0.86,14.23,1.58,12.23,1.07,"mitochondrion,punctate composite","ER integral membrane protein, component of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth"
YLR346C,,0.86,13.64,3.36,11.68,0.62,mitochondrion,"Putative protein of unknown function found in mitochondria; expression is regulated by transcription factors involved in pleiotropic drug resistance, Pdr1p and Yrr1p; YLR346C is not an essential gene"
YLR454W,FMP27,0.86,9.88,0.54,8.5,2.34,ambiguous,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YMR269W,,0.86,14.54,1.66,12.56,0.71,nucleolus,Nucleolar protein implicated in ribosome biogenesis; deletion extends chronological lifespan
YNR019W,ARE2,0.86,14.41,0.27,12.39,1.69,ER,"Acyl-CoA:sterol acyltransferase, isozyme of Are1p; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the presence of oxygen"
YOR281C,PLP2,0.86,23.69,3.05,20.37,0.2,cytoplasm,Essential protein that interacts with the CCT (chaperonin containing TCP-1) complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP
YPL085W,SEC16,0.86,18.87,1.87,16.29,2.6,ER to Golgi,"COPII vesicle coat protein required for ER transport vesicle budding; Sec16p is bound to the periphery of ER membranes and may act to stabilize initial COPII complexes; interacts with Sec23p, Sec24p and Sec31p"
YPL131W,RPL5,0.86,145.21,9.27,125.55,8.04,cytoplasm,Protein component of the large (60S) ribosomal subunit with similarity to E. coli L18 and rat L5 ribosomal proteins; binds 5S rRNA and is required for 60S subunit assembly
YPL139C,UME1,0.86,17.26,0.34,14.76,3.04,"cytoplasm,nucleus","Negative regulator of meiosis, required for repression of a subset of meiotic genes during vegetative growth, binding of histone deacetylase Rpd3p required for activity, contains a NEE box and a WD repeat motif; homologous with Wtm1p, Wtm2p"
YPL199C,,0.86,7.67,1.19,6.58,1.3,cytoplasm,"Putative protein of unknown function, predicted to be palmitoylated"
YAL049C,,0.85,9.89,0.96,8.42,0.71,cytoplasm,Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor
YBL090W,MRP21,0.85,9.62,3.53,8.22,2.11,mitochondrion,Mitochondrial ribosomal protein of the small subunit; MRP21 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5'-untranslated leader sequences
YCL064C,CHA1,0.85,18.88,2.28,15.96,2.97,mitochondrion,"Catabolic L-serine (L-threonine) deaminase, catalyzes the degradation of both L-serine and L-threonine; required to use serine or threonine as the sole nitrogen source, transcriptionally induced by serine and threonine"
YCR077C,PAT1,0.85,17.7,1.92,15,2.59,cytoplasm,"Topoisomerase II-associated deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission, maintenance of rDNA locus stability, and protection of mRNA 3'-UTRs from trimming; functionally linked to Pab1p"
YDL230W,PTP1,0.85,11.21,0.96,9.51,3.22,cytoplasm,"Phosphotyrosine-specific protein phosphatase that dephosphorylates a broad range of substrates in vivo, including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation"
YDL238C,GUD1,0.85,9.75,1.98,8.24,2.48,"ambiguous,cytoplasm","Guanine deaminase, a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures"
YDR093W,DNF2,0.85,16.64,1,14.13,0.55,"ambiguous,cell periphery,bud","Aminophospholipid translocase (flippase) that localizes primarily to the plasma membrane; contributes to endocytosis, protein transport and cell polarity; type 4 P-type ATPase"
YDR248C,,0.85,6.65,0.51,5.63,3.94,cytoplasm,"Putative protein of unknown function; sequence similarity to bacterial and human gluconokinase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; upregulated by deletion of the RNAP-II associated factor, PAF1"
YDR464W,SPP41,0.85,8.76,1.09,7.41,0.41,nucleus,Protein involved in negative regulation of expression of spliceosome components PRP4 and PRP3
YER140W,,0.85,11.36,0.66,9.66,1.4,ambiguous,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; genetic interactions suggest a role in folding of ER membrane proteins"
YFL023W,BUD27,0.85,8.63,1.08,7.33,1.24,cytoplasm,Unconventional prefoldin protein involved in translation initiation; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding
YHR067W,RMD12,0.85,10.32,2.73,8.8,1.15,mitochondrion,"Mitochondrial 3-hydroxyacyl-thioester dehydratase involved in fatty acid biosynthesis, required for respiratory growth and for normal mitochondrial morphology"
YHR123W,EPT1,0.85,15.74,4.16,13.34,0.9,"punctate composite,Golgi","sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase; not essential for viability"
YHR164C,DNA2,0.85,7.6,0.16,6.45,1.82,nucleus,"Tripartite DNA replication factor with single-stranded DNA-dependent ATPase, ATP-dependent nuclease, and helicase activities; required for Okazaki fragment processing; involved in DNA repair; cell-cycle dependent localization"
YJL004C,SYS1,0.85,10.8,0.58,9.2,1.9,early Golgi,Integral membrane protein of the Golgi required for targeting of the Arf-like GTPase Arl3p to the Golgi; multicopy suppressor of ypt6 null mutation
YJR055W,HIT1,0.85,8.05,0.7,6.86,0.52,"cytoplasm,nucleus","Protein of unknown function, required for growth at high temperature"
